fcode,year,month,obs_dengue_cases,severe_dengue_cases,pop_total,pop_density,ws_avg,ws_max,ws_min,t2m_avg,t2m_max,t2m_min,rh_avg,rh_max,rh_min,tp_accum
ED_AN_GIANG_AN_PHU_DISTRICT,2024,4,9,1,148259.0,327.6658082,2.2201178073883057,3.031329393386841,1.429722547531128,304.6528015136719,309.6965026855469,300.2125549316406,62.16198348999024,85.11947631835938,40.06075668334961,0.0003315198409836
ED_AN_GIANG_CHAU_DOC_CITY,2024,4,5,0,101612.0,481.1960287,2.1592674255371094,2.9450156688690186,1.3266760110855105,304.5362854003906,309.5799560546875,300.0659484863281,63.072998046875,86.19766998291016,40.6352653503418,0.0004005348600912
ED_AN_GIANG_CHAU_PHU_DISTRICT,2024,4,18,0,206321.0,228.5512676,2.145269632339477,2.985161781311035,1.246843695640564,304.2996520996094,309.33740234375,299.82476806640625,63.4056396484375,86.43595886230469,41.10346221923828,0.000397564843297
ED_AN_GIANG_CHAU_THANH_DISTRICT,2024,4,5,0,151069.0,213.19560695,2.185600757598877,3.0776562690734863,1.2208276987075806,304.1136779785156,309.0553894042969,299.6510314941406,64.21034240722656,87.821533203125,42.10912704467773,0.0003519048623275
ED_AN_GIANG_CHO_MOI_DISTRICT,2024,4,21,1,307715.0,417.36005145,2.3546109199523926,3.316342353820801,1.3350815773010254,303.96026611328125,308.8385925292969,299.5924987792969,65.38894653320312,89.86399841308594,42.96604919433594,0.0002871194155886
ED_AN_GIANG_LONG_XUYEN_CITY,2024,4,15,0,272838.0,1186.6643075,2.286386728286743,3.2024176120758057,1.27582049369812,303.95587158203125,308.8706359863281,299.54266357421875,65.21765899658203,89.62024688720703,42.83804702758789,0.0003297727671451
ED_AN_GIANG_PHU_TAN_DISTRICT,2024,4,18,0,188532.0,301.5489146,2.2679035663604736,3.112973690032959,1.3752191066741943,304.3962097167969,309.37744140625,299.9143981933594,62.99381637573242,86.6655502319336,41.0167121887207,0.0002843152324203
ED_AN_GIANG_TAN_CHAU_TOWN,2024,4,7,0,140901.0,398.7253493,2.2622175216674805,3.142372369766236,1.420397400856018,304.6708984375,309.74102783203125,300.1543273925781,61.82771682739258,85.36690521240234,39.83818054199219,0.0002679028257261
ED_AN_GIANG_THOAI_SON_DISTRICT,2024,4,6,0,163251.0,173.28856695,2.145899534225464,3.0718820095062256,1.142197847366333,303.9371032714844,308.9012451171875,299.52557373046875,65.02420043945312,88.64491271972656,42.711307525634766,0.0004195067158434
ED_AN_GIANG_TINH_BIEN_DISTRICT,2024,4,17,5,108390.0,152.8380585,2.0736734867095947,2.9051930904388428,1.2216652631759644,304.1102905273437,309.22039794921875,299.7440490722656,64.45037078857422,86.72942352294922,41.101810455322266,0.00061585532967
ED_AN_GIANG_TRI_TON_DISTRICT,2024,4,4,0,117377.0,97.69693035,2.1216745376586914,3.0639469623565674,1.2484081983566284,304.0767822265625,309.02667236328125,299.87158203125,65.4931869506836,87.10868072509766,42.333106994628906,0.0006658277707174
ED_BAC_LIEU_BAC_LIEU_CITY,2024,4,1,0,159470.0,373.0884801,3.498806953430176,4.7642822265625,2.136154890060425,303.0511474609375,306.44415283203125,300.5260925292969,71.170166015625,85.20710754394531,54.08134078979492,0.000285141490167
ED_BAC_LIEU_DONG_HAI_DISTRICT,2024,4,1,0,155713.0,134.34374635,3.334949254989624,4.803852558135986,1.884989619255066,303.1641540527344,306.8213806152344,300.3614501953125,71.63837432861328,88.2966079711914,52.66394805908203,0.0004511462175287
ED_BAC_LIEU_GIA_RAI_TOWN,2024,4,2,1,146410.0,206.7976993,2.683297634124756,4.113466262817383,1.239521861076355,303.3775939941406,308.13067626953125,299.6851806640625,69.6611328125,90.98340606689452,46.10457992553711,0.0004643360443878
ED_BAC_LIEU_HONG_DAN_DISTRICT,2024,4,21,0,114025.0,134.53083575,2.200747489929199,3.3821420669555664,0.9469534754753112,303.65252685546875,309.1306457519531,299.2990417480469,67.12899780273438,91.90113067626952,41.68343734741211,0.0006239814683794
ED_BAC_LIEU_PHUOC_LONG_DISTRICT,2024,4,0,0,126624.0,151.49502995,2.375988721847534,3.756617784500122,0.9878657460212708,303.5364074707031,308.8536071777344,299.3955993652344,68.28324127197266,91.89278411865234,42.7891845703125,0.0004850841360166
ED_BAC_LIEU_VINH_LOI_DISTRICT,2024,4,4,0,222928.0,229.69574056666667,3.305670499801636,4.626847267150879,1.918401837348938,303.1325378417969,306.9028015136719,300.2370300292969,70.95169067382812,87.43488311767578,52.18265151977539,0.000348605797626
ED_BEN_TRE_BA_TRI_DISTRICT,2024,4,1,0,186589.0,262.39119125,3.45801305770874,4.600875854492188,2.321483373641968,302.9355773925781,306.2502136230469,300.5801086425781,73.42584991455078,87.73233032226562,54.6400032043457,0.0003766946319956
ED_BEN_TRE_BEN_TRE_CITY,2024,4,0,0,125750.0,890.335453,2.3631505966186523,3.336390495300293,1.2961350679397583,303.1447448730469,307.7608337402344,299.8111267089844,71.65131378173828,91.47261810302734,47.06097412109375,0.0003168588445987
ED_BEN_TRE_BINH_DAI_DISTRICT,2024,4,1,0,138451.0,165.17791675,3.598961591720581,4.730948925018311,2.4499006271362305,302.94757080078125,306.2142333984375,300.65283203125,73.23783874511719,86.86792755126953,55.27269744873047,0.000367770466255
ED_BEN_TRE_CHAU_THANH_DISTRICT,2024,4,1,0,177323.0,394.2480599,2.0948374271392822,3.026340961456299,1.0040208101272583,303.2576904296875,308.2624206542969,299.51416015625,70.68830871582031,92.53140258789062,44.97689437866211,0.0003014006651937
ED_BEN_TRE_CHO_LACH_DISTRICT,2024,4,2,0,112217.5,331.8830158,2.126777410507202,3.092719554901123,0.9935894012451172,303.2774658203125,308.32598876953125,299.4188842773437,70.65066528320312,93.0360336303711,44.75385284423828,0.0002693628775887
ED_BEN_TRE_GIONG_TROM_DISTRICT,2024,4,3,0,171464.0,274.26253475,2.794053077697754,3.8569705486297607,1.7014433145523071,303.04595947265625,307.1081848144531,300.1139831542969,72.47041320800781,90.12915802001952,50.135353088378906,0.0003520489262882
ED_BEN_TRE_MO_CAY_DISTRICT,2024,4,6,0,258763.0,439.01653460000006,2.371722936630249,3.452193260192871,1.234175443649292,303.1433410644531,307.7970886230469,299.71551513671875,71.6761474609375,91.78498077392578,47.141700744628906,0.000305674620904
ED_BEN_TRE_THANH_PHU_DISTRICT,2024,4,3,0,128770.0,149.12426985,3.4773545265197754,4.604994297027588,2.349262237548828,302.9715576171875,306.2712707519531,300.6138000488281,73.24267578125,87.4420166015625,54.877418518066406,0.0003469037765171
ED_CA_MAU_CA_MAU_CITY,2024,4,7,0,231376.0,463.4453142,2.274649381637573,3.6349070072174072,0.8776304721832275,303.5533142089844,308.79705810546875,299.3966369628906,68.45687866210938,92.02075958251952,43.22423553466797,0.0005080920527689
ED_CA_MAU_CAI_NUOC_DISTRICT,2024,4,8,1,137648.0,165.0099499,2.399676561355591,3.5664353370666504,1.14146888256073,303.4787902832031,308.2588806152344,299.68603515625,69.40359497070312,91.63975524902344,45.23139953613281,0.000649822759442
ED_CA_MAU_DAM_DOI_DISTRICT,2024,4,3,0,176563.0,110.08354635,2.946786403656006,4.190273761749268,1.6323256492614746,303.2402648925781,307.2021179199219,300.1420288085937,70.65632629394531,88.55448150634766,50.440731048583984,0.0004556561470963
ED_CA_MAU_NAM_CAN_DISTRICT,2024,4,3,0,56745.0,57.80223055,3.264202356338501,4.3443922996521,2.060401439666748,303.1412048339844,306.5036926269531,300.4886474609375,71.46171569824219,86.97188568115234,53.57080078125,0.0005198761355131
ED_CA_MAU_NGOC_HIEN_DISTRICT,2024,4,1,0,67381.0,45.860744045,4.045845985412598,5.010272026062012,2.916640520095825,302.9057312011719,305.0764465332031,301.0998840332031,72.88880920410156,82.59278869628906,62.01290130615234,0.0003213174059055
ED_CA_MAU_PHU_TAN_DISTRICT,2024,4,3,0,99412.0,110.31118645,2.552609205245972,3.5229640007019043,1.4768942594528198,303.4272155761719,307.798828125,300.0149230957031,69.97830200195312,90.44978332519533,47.1009635925293,0.0008014288614504
