fcode,year,month,obs_dengue_cases,severe_dengue_cases,pop_total,pop_density,ws_avg,ws_max,ws_min,t2m_avg,t2m_max,t2m_min,rh_avg,rh_max,rh_min,tp_accum
ED_AN_GIANG_AN_PHU_DISTRICT,2008,7,37,0,191174.0,879.082172253644,2.59309870967742,3.84502692258065,1.66040605677419,300.167289032258,303.837271612903,297.882211935484,83.261975516129,94.1145378064516,67.7387006451613,0.0092282347790322
ED_AN_GIANG_CHAU_DOC_CITY,2008,7,9,2,119167.0,1138.40407340536,2.74890879677419,3.99650898709677,1.75793391419355,300.109389677419,303.571343870968,297.946858709677,83.8882877096774,94.0909584193548,69.6237257419355,0.0097921709351612
ED_AN_GIANG_CHAU_PHU_DISTRICT,2008,7,23,0,254480.0,564.2476978215,2.87996047741935,4.1920451,1.81142030935484,299.989897096774,303.34962,297.909432903226,84.3677181935484,94.0984750322581,70.6959435806452,0.0098755110193548
ED_AN_GIANG_CHAU_THANH_DISTRICT,2008,7,22,0,179518.0,505.597629703065,2.96637389354839,4.33576380967742,1.87382006580645,299.952353548387,303.183980645161,297.948893870968,84.82399,94.1687082258065,71.3935180967742,0.0100443358574194
ED_AN_GIANG_CHO_MOI_DISTRICT,2008,7,21,1,342312.0,926.120470440802,3.03401911612903,4.41534704193548,1.98144583741935,299.984552580645,303.434073870968,297.938301935484,84.6626087741935,94.4172902903226,69.5535326774194,0.0102777833883871
ED_AN_GIANG_LONG_XUYEN_CITY,2008,7,21,0,278804.0,2625.52029381298,3.00960572580645,4.36048115483871,1.93524303548387,299.937642903226,303.257017741935,297.916337096774,84.9110737096774,94.4067353870968,70.5972426774194,0.0102899440848387
ED_AN_GIANG_PHU_TAN_DISTRICT,2008,7,4,0,231089.0,734.899030052473,2.8134121,4.12716292258064,1.8144490516129,300.077353870968,303.579948064516,297.909583548387,83.8798741935484,94.2052939677419,68.9194879354839,0.0094162831451612
ED_AN_GIANG_TAN_CHAU_TOWN,2008,7,28,4,179250.0,1011.7652636855,2.62453857741935,3.95214654516129,1.66710098193548,300.192707419355,303.879810967742,297.919932903226,83.4436145806452,94.3310894193548,67.5648370967742,0.0095360991690322
ED_AN_GIANG_THOAI_SON_DISTRICT,2008,7,13,0,192462.0,410.611528749335,3.02071683225806,4.47595429032258,1.8722835916129,299.813668709677,302.790990322581,297.954942580645,85.791474,94.2584045806452,73.5332456129032,0.0106721678870968
ED_AN_GIANG_TINH_BIEN_DISTRICT,2008,7,14,3,125547.0,353.15611814346,2.91940377741935,4.21130808064516,1.85676707548387,299.830767419355,303.115933548387,297.805795483871,84.4175631612903,93.9914638064516,70.9134469354839,0.0102894558116129
ED_AN_GIANG_TRI_TON_DISTRICT,2008,7,8,0,127426.0,212.962313027492,3.12289983870968,4.51088923548387,2.00572159032258,299.900178709677,302.833361935484,298.042351290323,84.9201671935484,93.6686361935484,72.711592516129,0.0096888400967741
ED_BAC_LIEU_BAC_LIEU_CITY,2008,7,130,19,145962.0,834.020913090681,3.68390520967742,4.9936668,2.57328740645161,299.830434516129,302.509738387097,298.239050645161,84.9049595806452,92.8268470967742,72.8407342903226,0.0119737650590323
