fcode,year,month,obs_dengue_cases,severe_dengue_cases,pop_total,pop_density,ws_avg,ws_max,ws_min,t2m_avg,t2m_max,t2m_min,rh_avg,rh_max,rh_min,tp_accum
ED_AN_GIANG_AN_PHU_DISTRICT,2014,3,5,0,180293.0,796.276830668669,2.18593233225806,3.38311451612903,0.984920681290323,302.456810645161,307.980861290323,297.696075483871,60.9478777096774,85.504344483871,38.373961,0.0004852695303354
ED_AN_GIANG_CHAU_DOC_CITY,2014,3,2,0,114282.0,1085.39706811156,2.22691281290323,3.35569570645161,0.88818847483871,302.258812580645,307.757635483871,297.490480645161,62.3115041935484,86.8927337096774,39.4763680322581,0.0005791871086032
ED_AN_GIANG_CHAU_PHU_DISTRICT,2014,3,9,0,246496.0,546.545113652187,2.30413069677419,3.48318991290323,0.839065196129032,302.054372580645,307.598805483871,297.376111935484,62.9468132258065,87.278821483871,39.8206220967742,0.000664859889229
ED_AN_GIANG_CHAU_THANH_DISTRICT,2014,3,1,0,171083.0,481.84386256932,2.4444459483871,3.64828894516129,0.945409381612903,301.900599677419,307.393352903226,297.28034483871,63.8062276774194,88.3359346774194,40.4834243225806,0.0007019028629612
ED_AN_GIANG_CHO_MOI_DISTRICT,2014,3,9,0,346610.0,938.665427425734,2.63992922580645,3.91152900645161,1.18410958,301.809958387097,307.303789677419,297.34517516129,64.8020135483871,89.0180457419355,40.7525358387097,0.0006587261124858
ED_AN_GIANG_LONG_XUYEN_CITY,2014,3,7,0,280862.0,2437.61499739629,2.60874654516129,3.84489440967742,1.17419695483871,301.776145483871,307.273071290323,297.26783,64.8375557419355,89.1451707741935,40.9266097096774,0.0007033190788
ED_AN_GIANG_PHU_TAN_DISTRICT,2014,3,3,0,207429.0,661.697715962741,2.36224374516129,3.59329596129032,0.928876367419355,302.23232483871,307.850935483871,297.492447096774,62.0233027419355,86.7876876129032,38.8005803225806,0.0005660838075322
ED_AN_GIANG_TAN_CHAU_TOWN,2014,3,6,1,172628.0,977.251730009782,2.27820212903226,3.58742689677419,0.951824016774194,302.502861290323,308.152016774194,297.641901935484,60.7697826129032,85.7956120967742,37.8627247096774,0.0005346927144774
ED_AN_GIANG_THOAI_SON_DISTRICT,2014,3,0,0,181474.581359737,387.058907227086,2.53707527096774,3.84278839354839,1.10492654580645,301.703821935484,307.131552903226,297.191359032258,64.95162,89.1671351290323,41.495958,0.0008209179413645
ED_AN_GIANG_TINH_BIEN_DISTRICT,2014,3,0,0,121670.0,342.83669398014,2.18945647096774,3.30785222258065,0.752523357741935,301.802433548387,307.292253870968,297.165040967742,64.0017751290323,87.6617640967742,40.5406059032258,0.0008428572521225
ED_AN_GIANG_TRI_TON_DISTRICT,2014,3,1,0,134613.0,224.973677613437,2.26461694516129,3.48617310967742,0.81893113516129,301.811354193548,307.230682258065,297.333851290323,65.0416487741935,87.9528613870968,41.3351628064516,0.0010890110469806
ED_BAC_LIEU_BAC_LIEU_CITY,2014,3,4,0,151896.0,710.425143819279,4.58734951935484,6.16806265806452,2.8921915583871,300.395690645161,303.971651612903,297.972429032258,74.6055409032258,88.4886323225806,56.4909618387097,0.0005527114045193
ED_BAC_LIEU_DONG_HAI_DISTRICT,2014,3,4,0,148564.0,256.308334627262,4.41730068064516,6.20756662903226,2.61112438258065,300.476703548387,304.202037096774,297.928779354839,75.1251259354839,90.1602101612903,55.721275,0.0009130737936032
