fcode,year,month,obs_dengue_cases,severe_dengue_cases,pop_total,pop_density,ws_avg,ws_max,ws_min,t2m_avg,t2m_max,t2m_min,rh_avg,rh_max,rh_min,tp_accum
ED_AN_GIANG_AN_PHU_DISTRICT,2004,1,2,2,180565.0,868.01749831747,1.68627659032258,2.76022787096774,0.633844331612903,300.511344516129,305.249583870968,295.944491612903,65.5004385483871,90.3945921612903,43.9773266129032,0.0003494398597354
ED_AN_GIANG_CHAU_DOC_CITY,2004,1,0,0,113590.0,855.363548945856,1.71863273225806,2.78152750967742,0.633835863225806,300.320892580645,304.99806,295.747698387097,66.9911156774194,91.4327305806452,45.6610234516129,0.0003088060819612
ED_AN_GIANG_CHAU_PHU_DISTRICT,2004,1,6,1,245550.0,575.962282738724,1.80418948064516,2.89428783548387,0.652233435483871,300.191113870968,304.91933,295.641265806452,67.1291818064516,91.1824353548387,45.7475132903226,0.000217305167287
ED_AN_GIANG_CHAU_THANH_DISTRICT,2004,1,3,1,173727.0,489.287756188373,1.90555828709677,3.02931273548387,0.692253403225806,299.983751935484,304.626179354839,295.534577096774,68.3437989354839,91.2076415483871,47.2464804193548,0.000147933181529
ED_AN_GIANG_CHO_MOI_DISTRICT,2004,1,19,8,362165.0,1018.14680498159,1.98141452580645,3.15955207741936,0.798136079483871,299.804883225806,304.369699677419,295.628181290323,69.9888615806452,91.6632677096774,48.4971503225806,0.0001508657063354
ED_AN_GIANG_LONG_XUYEN_CITY,2004,1,28,14,266559.0,2510.20811752519,2.00123342903226,3.10651075806452,0.818852596774194,299.802182580645,304.385865806452,295.588288387097,69.7347666774194,91.4253676451613,48.476024516129,0.0001497692271354
ED_AN_GIANG_PHU_TAN_DISTRICT,2004,1,2,2,238328.0,808.055875771343,1.78580158709677,2.96775319677419,0.638581923548387,300.260718709677,304.999416129032,295.714163870968,66.9967315483871,91.4334283870968,45.3287426451613,0.0002054443313322
ED_AN_GIANG_TAN_CHAU_TOWN,2004,1,5,4,161027.0,999.546865301056,1.7616788,2.94350137096774,0.664294086129032,300.505273870968,305.297721612903,295.915240322581,65.9637546774194,91.3482690967742,44.046730483871,0.0002719447468193
ED_AN_GIANG_THOAI_SON_DISTRICT,2004,1,18,8,189882.0,413.965859294949,2.04950134516129,3.13505468709677,0.830459648387097,299.806398709677,304.364516129032,295.569632903226,69.1610538387097,90.547035,48.6068009677419,0.0001618301863612
ED_AN_GIANG_TINH_BIEN_DISTRICT,2004,1,0,0,117776.0,349.483679525223,1.72982550645161,2.73136908709677,0.623719033548387,299.994329354839,304.713567419355,295.423651290323,67.4319288709677,91.6058811290323,45.7127166774194,0.0003994716521225
ED_AN_GIANG_TRI_TON_DISTRICT,2004,1,1,0,120286.0,201.029497785577,1.81830571935484,2.85659221935484,0.689086698387097,300.067855483871,304.753241290323,295.607715806452,68.0488714516129,91.283741483871,46.2223960322581,0.0003942766702612
ED_BAC_LIEU_BAC_LIEU_CITY,2004,1,30,10,138637.0,778.903309174673,5.27144713870968,6.43806061935484,4.19174039032258,298.997425806452,302.177351290323,297.088682903226,75.0786538387097,84.951609483871,59.829267516129,0.0002013021291741
ED_BAC_LIEU_DONG_HAI_DISTRICT,2004,1,31,7,134158.0,245.261425959781,5.0610290516129,6.42730051935484,3.80496340322581,299.109219354839,302.449137096774,297.083705483871,75.8845027419355,86.6393780645161,59.1823098387097,0.0002430402386451
ED_BAC_LIEU_GIA_RAI_TOWN,2004,1,22,5,128147.0,366.155208869078,4.07657915806452,5.47817871935484,2.82149996774194,299.311509354839,303.412981935484,296.643515483871,73.3569635806452,86.7722555483871,53.9969037741935,0.0003043593572419
ED_BAC_LIEU_HONG_DAN_DISTRICT,2004,1,0,0,97955.0,228.861475199178,3.11510498387097,4.44144378387097,1.90104060806452,299.565307096774,304.398377741935,296.058368064516,70.2650577741936,86.9718948709677,48.9067622903226,0.0003064094906419
ED_BAC_LIEU_PHUOC_LONG_DISTRICT,2004,1,10,0,111343.0,268.950940843982,3.50253218709677,4.90305496451613,2.27307021354839,299.472288387097,304.094436774194,296.325458709677,71.4247796129032,86.6531472258064,50.4704312580645,0.0003261839906225
ED_BAC_LIEU_VINH_LOI_DISTRICT,2004,1,44,11,192272.0,601.930775070616,4.50714494032258,5.77981567419355,3.36259582580645,299.169631774194,302.910236774194,296.803470645161,73.7922655967742,85.7085389032258,56.1929668548387,0.000485829856958
ED_BEN_TRE_BA_TRI_DISTRICT,2004,1,3,1,191288.0,538.203749768232,4.80792040645161,5.70509224516129,3.76093171935484,298.686216129032,301.530896774194,296.991444193548,76.5823744516129,85.1378761290323,62.928467483871,7.51324961096774e-05
ED_BEN_TRE_BEN_TRE_CITY,2004,1,3,1,112291.0,1664.06342620036,2.68025666129032,3.49856257096774,1.72613234774194,298.956623870968,303.072447096774,296.28465,74.8132667096774,88.1182475806452,55.3362726774194,0.0002162347148903
ED_BEN_TRE_BINH_DAI_DISTRICT,2004,1,9,2,129569.0,322.310945273632,4.68808387419355,5.59349242903226,3.56760829677419,298.755693225806,301.688239677419,296.953936451613,76.1625528064516,84.8764149032258,62.2350131935484,0.0001140431831967
ED_BEN_TRE_CHAU_THANH_DISTRICT,2004,1,3,2,158683.0,690.226185297956,2.18703138193548,3.04127803225806,1.26230914774194,299.09182516129,303.601612903226,295.91829516129,73.9121402258065,89.7235230967742,52.800728483871,0.0002231702413967
ED_BEN_TRE_CHO_LACH_DISTRICT,2004,1,22,1,125800.0,666.34179414382,2.3155753083871,3.1634362483871,1.37462822903226,299.038252903226,303.533383870968,295.794634516129,74.4362168709677,90.4724193870968,53.3138442580645,0.0002240666557
