fcode,year,month,obs_dengue_cases,severe_dengue_cases,pop_total,pop_density,ws_avg,ws_max,ws_min,t2m_avg,t2m_max,t2m_min,rh_avg,rh_max,rh_min,tp_accum
ED_AN_GIANG_AN_PHU_DISTRICT,2004,8,37,26,180565.0,868.01749831747,2.99577055483871,4.53026488387097,1.92278403645161,300.05878,303.657188064516,297.85243483871,83.2349047741936,93.748506,67.5529418387097,0.0092590119096774
ED_AN_GIANG_CHAU_DOC_CITY,2004,8,8,3,113590.0,855.363548945856,3.20050500645161,4.7586345483871,2.08118318225806,300.028300645161,303.446644193548,297.948167741935,83.740982,93.5574604516129,69.322567516129,0.0092880759387096
ED_AN_GIANG_CHAU_PHU_DISTRICT,2004,8,73,28,245550.0,575.962282738724,3.37648259354839,5.01402256129032,2.20094340645161,299.942062580645,303.20048516129,297.977773548387,84.1381933548387,93.212048516129,70.7916013870968,0.0094162590535483
ED_AN_GIANG_CHAU_THANH_DISTRICT,2004,8,75,26,173727.0,489.287756188373,3.48820818064516,5.15591101612903,2.2819362516129,299.899446451613,302.980008064516,298.035362903226,84.6311937741935,93.1210614516129,72.097526,0.0096762636838709
ED_AN_GIANG_CHO_MOI_DISTRICT,2004,8,158,61,362165.0,1018.14680498159,3.58288713870968,5.24223782580645,2.41570730967742,299.920793548387,303.115205806452,298.032575483871,84.5426069677419,93.2608245483871,71.3688772258065,0.0102569656548387
ED_AN_GIANG_LONG_XUYEN_CITY,2004,8,234,50,266559.0,2510.20811752519,3.55019457096774,5.20663994516129,2.36090933870968,299.876799677419,302.959393870968,298.018543870968,84.8321666129032,93.3057884193548,72.2932488709677,0.0099363340967741
ED_AN_GIANG_PHU_TAN_DISTRICT,2004,8,28,17,238328.0,808.055875771343,3.29567830967742,4.90880169677419,2.15036603548387,300.02010483871,303.437835806452,297.958471290323,83.5885640967742,93.3506528709677,69.2130845483871,0.0092811851967741
ED_AN_GIANG_TAN_CHAU_TOWN,2004,8,18,13,161027.0,999.546865301056,3.0461159,4.65633955483871,1.93369579354839,300.109024193548,303.764519354839,297.915991612903,83.1496955806452,93.6856729032258,67.2170498387097,0.0090474856451612
ED_AN_GIANG_THOAI_SON_DISTRICT,2004,8,77,16,189882.0,413.965859294949,3.54889218064516,5.26076421612903,2.26404615483871,299.733506451613,302.489572580645,298.037320967742,85.8026337096774,93.3070083548387,74.6451221935484,0.010229999583871
ED_AN_GIANG_TINH_BIEN_DISTRICT,2004,8,26,18,117776.0,349.483679525223,3.41505106129032,4.99489959677419,2.24640661290323,299.722899032258,302.870377096774,297.807911612903,84.6217328387097,93.6113154193548,71.5016163870968,0.0101615363451613
ED_AN_GIANG_TRI_TON_DISTRICT,2004,8,9,5,120286.0,201.029497785577,3.62951303548387,5.24320802580645,2.39491051290323,299.754552258065,302.549784516129,298.023733870968,85.3304382258064,93.2271853225807,73.6135770322581,0.0099993566064516
ED_BAC_LIEU_BAC_LIEU_CITY,2004,8,24,6,138637.0,778.903309174673,4.30268597741935,5.80080977096774,3.13036461290323,299.887931612903,302.344782580645,298.277911290323,84.7299442258064,92.2021000645161,74.5178816774194,0.0101588183677419
ED_BAC_LIEU_DONG_HAI_DISTRICT,2004,8,19,8,134158.0,245.261425959781,3.93923536774194,5.57573883548387,2.61745303967742,299.95578516129,302.649014516129,298.193013548387,85.3920867741935,93.3528696451613,73.7165396451613,0.0094406987580645
