fcode,year,month,obs_dengue_cases,severe_dengue_cases,pop_total,pop_density,ws_avg,ws_max,ws_min,t2m_avg,t2m_max,t2m_min,rh_avg,rh_max,rh_min,tp_accum
ED_AN_GIANG_AN_PHU_DISTRICT,2011,7,96,12,179940.98568,794.722134440421,2.76102848387097,4.20402306129032,1.60591050645161,300.533293225806,304.400786451613,298.100869354839,81.2221979677419,93.5083957096774,63.3108022258065,0.0079822361364516
ED_AN_GIANG_CHAU_DOC_CITY,2011,7,15,1,113012.0,1073.33520118149,2.94634594516129,4.4093339,1.73804289645161,300.437711935484,304.021785483871,298.131592258065,82.0771427419355,93.4830660967742,65.7146242580645,0.0083535356490322
ED_AN_GIANG_CHAU_PHU_DISTRICT,2011,7,63,9,245958.0,545.352229097692,3.09425095483871,4.62827356451613,1.82560109225806,300.287753870968,303.691672258065,298.08584483871,82.6956852903226,93.347239483871,67.3230867741936,0.0083495320393548
ED_AN_GIANG_CHAU_THANH_DISTRICT,2011,7,11,0,170710.0,480.793332939033,3.16226279677419,4.72236417096774,1.88437191548387,300.200516774194,303.444557741936,298.079804193548,83.5105481935484,93.4782076129032,68.8973660967742,0.0085558061374193
ED_AN_GIANG_CHO_MOI_DISTRICT,2011,7,50,8,345781.0,936.420386488266,3.21686901290323,4.75778147096774,1.96619192903226,300.204240967742,303.633428064516,298.090753870968,83.6219176451613,93.7947147741936,68.1279349032258,0.0092551037603225
ED_AN_GIANG_LONG_XUYEN_CITY,2011,7,44,3,280051.0,2427.96541472934,3.19095800322581,4.71414899677419,1.9346472483871,300.154311612903,303.450328387097,298.061784516129,83.9211272580645,93.7468463225807,69.1575232258065,0.0089466583535483
ED_AN_GIANG_PHU_TAN_DISTRICT,2011,7,26,2,206738.0,659.453248829103,3.00716822258065,4.49758941290323,1.77513196419355,300.362864193548,303.958051612903,298.076477741935,82.2936245483871,93.5595372580645,65.8672621935484,0.0082168790064516
ED_AN_GIANG_TAN_CHAU_TOWN,2011,7,45,1,172249.0,975.106200862287,2.79819621612903,4.2899406516129,1.61369577193548,300.498496774194,304.347064516129,298.112543225806,81.800649483871,93.7410667419355,63.9447701290323,0.0085553042212903
ED_AN_GIANG_THOAI_SON_DISTRICT,2011,7,18,0,181081.0,386.219455388359,3.18427306451613,4.81624447419355,1.90812169354839,299.993793225806,302.948574516129,298.052667096774,85.1093079354839,93.8617992580645,72.0305924516129,0.0093038578064516
ED_AN_GIANG_TINH_BIEN_DISTRICT,2011,7,26,15,121232.0,341.603574506982,3.12258519032258,4.6406803516129,1.86598812967742,300.066645806452,303.340429032258,297.956243870968,83.3557250645161,93.5789719677419,68.4535107096774,0.0095639394477419
ED_AN_GIANG_TRI_TON_DISTRICT,2011,7,25,6,132720.0,221.053588839659,3.29362749354839,4.86005790967742,2.02269456451613,300.067415806452,302.995009354839,298.137210322581,84.3886656129032,93.5755031290323,71.137996483871,0.0092839179387096
